hhid14,n_members,n_adults,n_outmig_adults,amount_given_total,amount_received_total,log_received_total,ethnic_modal,ethnic_share_modal,has_minang,has_batak,has_java,nelm_d1_deployment,nelm_d2_remittance,non_nuclear_adults,nelm_d3_extended_ratio,expenditure_total_monthly,log_exp_monthly,expenditure_pcm,log_exp_pcm,urban_rural,prov_bps,kab_bps,urban,subethnic_modal
0040700,15,10,0,200000.0,8000000.0,15.894952224644102,4.0,1.0,False,True,False,0.0,15.894952224644102,8,0.5333333333333333,2387376.6666666665,14.68570611093176,159158.44444444444,11.977661773987176,2.0,12.0,6.0,0,Diaspora-Christian-Batak
0040731,5,2,0,0.0,0.0,0.0,4.0,0.6,False,True,True,0.0,0.0,0,0.0,4645260.0,15.35135811810253,929052.0,13.741921066760687,2.0,12.0,6.0,0,Diaspora-Christian-Batak
0040743,5,1,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,0,0.0,2757411.6666666665,14.829803358408494,551482.3333333333,13.220366896608589,2.0,12.0,6.0,0,Diaspora-Christian-Batak
0040751,1,1,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,0,0.0,1238761.6666666667,14.029623589935644,1238761.6666666667,14.029623589935644,2.0,12.0,6.0,0,Diaspora-Christian-Batak
0040900,11,6,0,600000.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,4,0.3636363636363636,887116.6666666666,13.695732909389472,80646.9696969697,11.297848908989357,2.0,12.0,6.0,0,Diaspora-Christian-Batak
0041000,10,10,0,0.0,3000000.0,14.914123179965662,4.0,1.0,False,True,False,0.0,14.914123179965662,8,0.8,2232199.333333333,14.618498353533251,223219.93333333332,12.315917292427258,2.0,12.0,6.0,0,Diaspora-Christian-Batak
0041021,6,2,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,0,0.0,2293476.6666666665,14.645579855307538,382246.1111111111,12.85382256617246,2.0,12.0,6.0,0,Diaspora-Christian-Batak
0041031,4,3,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,1,0.25,1710208.3333333333,14.35212633814047,427552.0833333333,12.965833731190266,2.0,12.0,6.0,0,Diaspora-Christian-Batak
0041041,5,1,0,50000.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,0,0.0,3746446.6666666665,15.136318660096032,749289.3333333333,13.526881815339427,2.0,12.0,6.0,0,Diaspora-Christian-Batak
0041042,4,1,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,0,0.0,3188162.5,14.97495560364993,797040.625,13.588662183510197,2.0,12.0,6.0,0,Diaspora-Christian-Batak
0041051,2,1,1,0.0,0.0,0.0,4.0,1.0,False,True,False,1.0,0.0,0,0.0,733905.0,13.506136234000484,366952.5,12.81299041601193,2.0,12.0,6.0,0,Diaspora-Christian-Batak
0041052,2,1,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,0,0.0,1292680.0,14.07222891424494,646340.0,13.379082507270754,2.0,12.0,6.0,0,Diaspora-Christian-Batak
0041053,5,3,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,1,0.2,6160893.333333333,15.633732508954212,1232178.6666666665,14.024295245776289,1.0,32.0,16.0,1,Diaspora-Christian-Batak
0041111,4,3,0,1500000.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,1,0.25,2616346.6666666665,14.777289882830727,654086.6666666666,13.390996668346782,2.0,12.0,6.0,0,Diaspora-Christian-Batak
0041300,9,7,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,5,0.5555555555555556,1564603.3333333333,14.263143527840258,173844.8148148148,12.06592406360476,2.0,12.0,6.0,0,Diaspora-Christian-Batak
0041321,2,1,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,0,0.0,3890441.3333333335,15.174033419498562,1945220.6666666667,14.480886495978764,2.0,12.0,6.0,0,Diaspora-Christian-Batak
0041341,5,1,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,0,0.0,5744476.666666667,15.563749545491286,1148895.3333333335,13.954312329377869,1.0,12.0,6.0,1,Diaspora-Christian-Batak
0041351,2,2,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,0,0.0,4191995.0,15.248687550784089,2095997.5,14.555540608773958,1.0,12.0,6.0,1,Diaspora-Christian-Batak
0041400,11,11,2,0.0,350000.0,12.765691290604371,4.0,1.0,False,True,False,0.1818181818181818,12.765691290604371,9,0.8181818181818182,1892096.6666666667,14.453196648121413,172008.78787878787,12.055306660448512,2.0,12.0,6.0,0,Diaspora-Christian-Batak
0041441,5,1,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,0,0.0,951421.6666666666,13.765713687235792,190284.3333333333,12.156279979023152,2.0,12.0,6.0,0,Diaspora-Christian-Batak
0041451,2,0,0,0.0,0.0,0.0,4.0,1.0,False,True,False,,0.0,0,0.0,4986493.333333333,15.422243682421795,2493246.6666666665,14.72909670240352,2.0,12.0,6.0,0,Diaspora-Christian-Batak
0041500,11,6,0,800000.0,1200000.0,13.997832948091215,4.0,1.0,False,True,False,0.0,13.997832948091215,4,0.3636363636363636,8815526.666666666,15.992025232109537,801411.5151515151,13.59413109367257,2.0,12.0,6.0,0,Diaspora-Christian-Batak
0041600,6,5,1,200000.0,1200000.0,13.997832948091215,4.0,1.0,False,True,False,0.2,13.997832948091215,3,0.5,6012005.0,15.609269027858495,1002000.8333333334,13.817510390299258,2.0,12.0,6.0,0,Diaspora-Christian-Batak
0041641,7,2,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,0,0.0,,,,,1.0,12.0,6.0,1,Diaspora-Christian-Batak
0041700,8,5,1,0.0,0.0,0.0,4.0,1.0,False,True,False,0.2,0.0,3,0.375,6094816.666666667,15.622949405218977,761852.0833333334,13.543509012055202,1.0,32.0,76.0,1,Diaspora-Christian-Batak
0041800,4,3,1,0.0,0.0,0.0,4.0,1.0,False,True,False,0.3333333333333333,0.0,1,0.25,756100.0,13.535930244121866,189025.0,12.149639850717993,2.0,12.0,6.0,0,Diaspora-Christian-Batak
0041941,4,3,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,1,0.25,3140851.6666666665,14.96000487091528,785212.9166666666,13.573711464949572,1.0,14.0,5.0,1,Diaspora-Christian-Batak
0042000,4,4,1,0.0,1000000.0,13.815511557963774,4.0,1.0,False,True,False,0.25,13.815511557963774,2,0.5,2580660.0,14.763556125634176,645165.0,13.377262927006472,2.0,12.0,6.0,0,Diaspora-Christian-Batak
0042041,1,1,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,0,0.0,2417340.6666666665,14.698179009507705,2417340.6666666665,14.698179009507705,1.0,12.0,75.0,1,Diaspora-Christian-Batak
0042200,11,7,2,0.0,5200000.0,15.46416937585933,4.0,1.0,False,True,False,0.2857142857142857,15.46416937585933,5,0.4545454545454545,3280516.6666666665,15.00351179311049,298228.78787878784,12.605619568606864,2.0,12.0,6.0,0,Diaspora-Christian-Batak
0042222,7,2,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,0,0.0,1449883.3333333333,14.186994341100007,207126.19047619047,12.241088330297275,2.0,12.0,6.0,0,Diaspora-Christian-Batak
0042242,2,1,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,0,0.0,2456700.0,14.714329950976415,1228350.0,14.021183177466328,2.0,12.0,6.0,0,Diaspora-Christian-Batak
0042251,4,1,1,0.0,0.0,0.0,4.0,1.0,False,True,False,1.0,0.0,0,0.0,2814093.333333333,14.850151038956474,703523.3333333334,13.46385774389836,2.0,12.0,6.0,0,Diaspora-Christian-Batak
0042300,3,3,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,1,0.3333333333333333,431633.3333333333,12.975334058167356,143877.77777777778,11.876726403040214,2.0,12.0,6.0,0,Diaspora-Christian-Batak
0042321,4,1,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,0,0.0,4507366.666666667,15.321223875152029,1126841.6666666667,13.93493017960886,1.0,36.0,71.0,1,Diaspora-Christian-Batak
0042400,10,10,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,8,0.8,6018771.666666667,15.61039392053048,601877.1666666667,13.307810322856788,2.0,12.0,6.0,0,Diaspora-Christian-Batak
0042422,3,1,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,0,0.0,4162850.0,15.241710734040064,1387616.6666666667,14.143098925811808,2.0,12.0,6.0,0,Diaspora-Christian-Batak
0042500,3,2,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,0,0.0,693085.0,13.448909368596604,231028.3333333333,12.350299965569112,2.0,12.0,6.0,0,Diaspora-Christian-Batak
0042531,5,1,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,0,0.0,2052761.6666666667,14.534697086136172,410552.3333333334,12.92526112229368,2.0,12.0,6.0,0,Diaspora-Christian-Batak
0042600,15,9,2,1000000.0,0.0,0.0,4.0,1.0,False,True,False,0.2222222222222222,0.0,7,0.4666666666666667,407031.6666666667,12.916648723284164,27135.444444444445,10.208632916864214,2.0,12.0,6.0,0,Diaspora-Christian-Batak
0042641,4,3,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,1,0.25,0.0,0.0,0.0,0.0,1.0,12.0,75.0,1,Diaspora-Christian-Batak
0042642,4,1,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,0,0.0,1102411.6666666667,13.913011669257765,275602.9166666667,12.526720029438172,2.0,12.0,6.0,0,Diaspora-Christian-Batak
0042700,6,4,0,50000.0,0.0,0.0,4.0,0.75,False,True,False,0.0,0.0,2,0.3333333333333333,1198756.6666666667,13.996796300710256,199792.77777777775,12.205041002458296,2.0,12.0,6.0,0,Diaspora-Christian-Batak
0042741,5,2,2,0.0,0.0,0.0,4.0,1.0,False,True,False,1.0,0.0,0,0.0,2654546.6666666665,14.791784827773126,530909.3333333333,13.18234842218595,2.0,12.0,6.0,0,Diaspora-Christian-Batak
0042800,7,5,0,0.0,100000.0,11.51293546492023,4.0,1.0,False,True,False,0.0,11.51293546492023,3,0.4285714285714285,323950.0,12.688347548769464,46278.57142857143,10.742455920862216,2.0,12.0,6.0,0,Diaspora-Christian-Batak
0042900,6,5,2,0.0,0.0,0.0,4.0,1.0,False,True,False,0.4,0.0,3,0.5,4158085.0,15.240565430206887,693014.1666666666,13.44880716345444,2.0,12.0,6.0,0,Diaspora-Christian-Batak
0042951,3,1,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,0,0.0,6665445.0,15.712447426085305,2221815.0,14.613835437472089,2.0,12.0,6.0,0,Diaspora-Christian-Batak
0043022,9,6,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,4,0.4444444444444444,7333050.0,15.807902221913336,814783.3333333334,13.610678735527614,2.0,12.0,6.0,0,Diaspora-Christian-Batak
0050100,13,12,3,0.0,0.0,0.0,4.0,0.9166666666666666,False,True,True,0.25,0.0,10,0.7692307692307693,16872828.333333332,16.641215154350284,1297909.8717948718,14.07626650809109,1.0,12.0,7.0,1,Diaspora-Christian-Batak
0050131,4,1,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,0,0.0,8897356.666666666,16.00126489923563,2224339.1666666665,14.614970875294436,1.0,12.0,7.0,1,Diaspora-Christian-Batak
0050500,3,3,1,200000.0,50000.0,10.819798284210286,4.0,0.6666666666666666,False,True,True,0.3333333333333333,10.819798284210286,1,0.3333333333333333,5668329.0,15.550405099692815,1889443.0,14.451793163862252,2.0,14.0,7.0,0,Diaspora-Muslim-Batak
0050953,2,2,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,0,0.0,,,,,1.0,12.0,7.0,1,Diaspora-Muslim-Batak
0051000,6,6,0,0.0,0.0,0.0,4.0,0.8333333333333334,False,True,True,0.0,0.0,4,0.6666666666666666,1162381.6666666667,13.96598247945004,193730.27777777775,12.17422731172216,1.0,12.0,7.0,1,Diaspora-Muslim-Batak
0051441,3,1,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,0,0.0,4184286.6666666665,15.246847036346878,1394762.2222222222,14.148235225657263,1.0,12.0,22.0,1,Diaspora-Muslim-Batak
0051700,6,4,1,0.0,3550000.0,15.0824584431417,4.0,1.0,False,True,False,0.25,15.0824584431417,2,0.3333333333333333,6226835.0,15.6443788965879,1037805.8333333334,13.852620230335546,1.0,12.0,7.0,1,Diaspora-Christian-Batak
0051741,2,1,0,0.0,1000000.0,13.815511557963774,4.0,1.0,False,True,False,0.0,13.815511557963774,0,0.0,5921983.333333333,15.594182142137528,2960991.6666666665,14.901035130439888,2.0,12.0,23.0,0,Diaspora-Christian-Batak
0052000,10,8,1,500000.0,300000.0,12.611541086966117,4.0,1.0,False,True,False,0.125,12.611541086966117,6,0.6,4590480.0,15.339495369574644,459048.0,13.036912237157535,1.0,12.0,7.0,1,Diaspora-Christian-Batak
0060100,7,4,1,1200000.0,0.0,0.0,4.0,1.0,False,True,False,0.25,0.0,2,0.2857142857142857,3472056.6666666665,15.060257963687429,496008.0952380952,13.11434954271252,1.0,12.0,9.0,1,Diaspora-Christian-Batak
0060431,5,3,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,1,0.2,3996700.0,15.200979828790766,799340.0,13.591542917181595,1.0,12.0,9.0,1,Diaspora-Muslim-Batak
0060441,6,1,0,600000.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,0,0.0,3664718.3333333335,15.114262310106714,610786.3888888889,13.322504205238692,1.0,12.0,9.0,1,Diaspora-Muslim-Batak
0060442,5,2,0,0.0,0.0,0.0,4.0,0.75,False,True,True,0.0,0.0,0,0.0,2664730.0,14.795613672401188,532946.0,13.186177261055564,1.0,12.0,9.0,1,Diaspora-Muslim-Batak
0060600,10,8,4,0.0,0.0,0.0,4.0,1.0,False,True,False,0.5,0.0,6,0.6,3879538.3333333335,15.171226976028333,387953.8333333334,12.868644202894655,1.0,12.0,9.0,1,Diaspora-Christian-Batak
0060651,1,0,0,0.0,0.0,0.0,4.0,1.0,False,True,False,,0.0,0,0.0,2060118.3333333333,14.538274467890544,2060118.3333333333,14.538274467890544,2.0,12.0,7.0,0,Diaspora-Christian-Batak
0060800,9,6,0,100000.0,0.0,0.0,4.0,0.8888888888888888,False,True,False,0.0,0.0,4,0.4444444444444444,5166116.666666667,15.45763202951106,574012.962962963,13.260409000725286,1.0,12.0,9.0,1,Diaspora-Muslim-Batak
0061200,6,5,0,120000.0,0.0,0.0,4.0,0.8,False,True,True,0.0,0.0,3,0.5,1800380.0,14.403508867134832,300063.3333333333,12.61175217509286,2.0,12.0,9.0,0,Diaspora-Muslim-Batak
0061300,8,5,0,1000000.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,3,0.375,6972288.333333333,15.757454184091632,871536.0416666666,13.678013646385692,1.0,12.0,9.0,1,Diaspora-Christian-Batak
0061400,6,5,1,800000.0,0.0,0.0,4.0,1.0,False,True,False,0.2,0.0,3,0.5,1814966.6666666667,14.411578211013683,302494.44444444444,12.619821496651848,1.0,12.0,9.0,1,Diaspora-Christian-Batak
0061441,3,1,0,500000.0,1000000.0,13.815511557963774,4.0,1.0,False,True,False,0.0,13.815511557963774,0,0.0,3433223.333333333,15.049010416454976,1144407.7777777778,13.95039871032946,1.0,36.0,3.0,1,Diaspora-Christian-Batak
0061442,5,4,0,200000.0,1000000.0,13.815511557963774,4.0,1.0,False,True,False,0.0,13.815511557963774,2,0.4,10245158.333333334,16.142315891836137,2049031.6666666667,14.532878369830248,1.0,12.0,75.0,1,Diaspora-Christian-Batak
0061451,2,1,1,0.0,0.0,0.0,4.0,1.0,False,True,False,1.0,0.0,0,0.0,2053563.3333333333,14.535087540513942,1026781.6666666666,13.841940846912085,1.0,12.0,9.0,1,Diaspora-Christian-Batak
0061800,5,3,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,1,0.2,2506382.333333333,14.734351368954432,501276.4666666667,13.124915052444129,2.0,12.0,11.0,0,Diaspora-Muslim-Batak
0070141,6,3,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,1,0.1666666666666666,2416686.6666666665,14.697908427780163,402781.1111111111,12.90615102749751,2.0,12.0,9.0,0,Diaspora-Christian-Batak
0070200,1,1,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,0,0.0,622065.0,13.34080147541688,622065.0,13.34080147541688,2.0,12.0,9.0,0,Diaspora-Christian-Batak
0070300,10,5,0,0.0,500000.0,13.122365377402328,4.0,1.0,False,True,False,0.0,13.122365377402328,3,0.3,2006293.3333333333,14.511799963227944,200629.3333333333,12.209219356106018,2.0,12.0,9.0,0,Diaspora-Christian-Batak
0070331,5,3,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,1,0.2,2740591.6666666665,14.823684756677576,548118.3333333333,13.214248303780725,2.0,12.0,9.0,0,Diaspora-Christian-Batak
0070351,5,1,1,0.0,0.0,0.0,4.0,1.0,False,True,False,1.0,0.0,0,0.0,2628316.6666666665,14.781854529008555,525663.3333333333,13.172418138459353,2.0,12.0,9.0,0,Diaspora-Christian-Batak
0070400,8,6,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,4,0.5,1203096.6666666667,14.000410177585495,150387.08333333334,11.920974454202735,2.0,12.0,9.0,0,Diaspora-Christian-Batak
0070451,4,1,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,0,0.0,2304893.333333333,14.650545390990436,576223.3333333334,13.264252331447803,2.0,12.0,9.0,0,Diaspora-Christian-Batak
0070500,6,4,1,100000.0,150000.0,11.918397239722838,4.0,1.0,False,True,False,0.25,11.918397239722838,2,0.3333333333333333,2723630.0,14.817476474520593,453938.3333333333,13.02571884107551,2.0,12.0,9.0,0,Diaspora-Christian-Batak
0070600,6,6,1,0.0,0.0,0.0,4.0,1.0,False,True,False,0.1666666666666666,0.0,4,0.6666666666666666,903426.6666666666,13.713951326779826,150571.1111111111,11.922197392013851,2.0,12.0,9.0,0,Diaspora-Christian-Batak
0070641,4,2,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,0,0.0,2085626.6666666667,14.550580407080504,521406.6666666667,13.164287484375482,2.0,12.0,9.0,0,Diaspora-Christian-Batak
0070642,2,1,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,0,0.0,1144179.1666666667,13.95019892686688,572089.5833333334,13.257052620294784,2.0,12.0,18.0,0,Diaspora-Christian-Batak
0070700,4,3,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,1,0.25,447071.6666666667,13.010476425633222,111767.91666666669,11.624188774809348,2.0,12.0,9.0,0,Diaspora-Christian-Batak
0070900,5,5,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,3,0.6,514903.3333333333,13.151736401872451,102980.66666666666,11.542306257841537,2.0,12.0,9.0,0,Diaspora-Christian-Batak
0070921,3,3,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,1,0.3333333333333333,,,,,1.0,12.0,73.0,1,Diaspora-Christian-Batak
0070922,3,3,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,1,0.3333333333333333,,,,,2.0,12.0,9.0,0,Diaspora-Christian-Batak
0071000,2,1,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,0,0.0,360701.6666666666,12.79580925989637,180350.8333333333,12.10266485169911,2.0,12.0,9.0,0,Diaspora-Christian-Batak
0071100,9,3,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,1,0.1111111111111111,1645550.0,14.3135858405042,182838.88888888888,12.116366124749636,2.0,12.0,9.0,0,Diaspora-Christian-Batak
0071200,5,4,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,2,0.4,3387396.6666666665,15.0355725346117,677479.3333333333,13.426135803024382,2.0,12.0,9.0,0,Diaspora-Christian-Batak
0071300,7,5,1,5550000.0,550000.0,13.21767537538882,4.0,1.0,False,True,False,0.2,13.21767537538882,3,0.4285714285714285,2520520.0,14.739976184150336,360074.28571428574,12.79406841555242,2.0,12.0,9.0,0,Diaspora-Christian-Batak
0071331,6,5,0,0.0,0.0,0.0,4.0,0.8,False,True,True,0.0,0.0,3,0.5,,,,,2.0,12.0,9.0,0,Diaspora-Christian-Batak
0071351,3,1,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,0,0.0,8581580.0,15.965128720223566,2860526.6666666665,14.866516664612718,1.0,21.0,71.0,1,Diaspora-Christian-Batak
0071400,5,5,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,3,0.6,1414953.3333333333,14.16260781527602,282990.6666666666,12.553172729784285,2.0,12.0,9.0,0,Diaspora-Christian-Batak
0071411,4,4,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,2,0.5,1117946.6666666667,13.927005121822202,279486.6666666667,12.540713444187473,2.0,12.0,9.0,0,Diaspora-Christian-Batak
0071431,11,9,0,500000.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,7,0.6363636363636364,1923540.0,14.46967831625795,174867.27272727274,12.071788242191506,2.0,12.0,9.0,0,Diaspora-Christian-Batak
0071500,6,5,2,0.0,0.0,0.0,4.0,1.0,False,True,False,0.4,0.0,3,0.5,1336781.6666666667,14.105776289891606,222796.94444444447,12.31402056098034,2.0,12.0,9.0,0,Diaspora-Christian-Batak
0071600,7,7,1,0.0,8000000.0,15.894952224644102,4.0,1.0,False,True,False,0.1428571428571428,15.894952224644102,5,0.7142857142857143,1996636.6666666667,14.506975157111034,285233.8095238095,12.561068013103196,2.0,12.0,9.0,0,Diaspora-Christian-Batak
0071631,9,6,1,0.0,0.0,0.0,4.0,1.0,False,True,False,0.1666666666666666,0.0,4,0.4444444444444444,10088653.333333334,16.126922017066363,1120961.4814814816,13.929698232699808,2.0,12.0,17.0,0,Diaspora-Christian-Batak
0071651,2,1,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,0,0.0,2949860.0,14.897268608561816,1474930.0,14.20412176700084,2.0,12.0,9.0,0,Diaspora-Christian-Batak
0071800,9,9,0,200000.0,300000.0,12.611541086966117,4.0,1.0,False,True,False,0.0,12.611541086966117,7,0.7777777777777778,1425066.6666666667,14.16972985593761,158340.74074074076,11.97251089235415,2.0,12.0,9.0,0,Diaspora-Christian-Batak
0071841,6,3,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,1,0.1666666666666666,3675151.6666666665,15.117105231716344,612525.2777777778,13.325347122975064,1.0,12.0,73.0,1,Diaspora-Christian-Batak
0071851,4,1,1,0.0,0.0,0.0,4.0,1.0,False,True,False,1.0,0.0,0,0.0,3620663.3333333335,15.102168084460072,905165.8333333334,13.715874551917064,2.0,12.0,9.0,0,Diaspora-Christian-Batak
0071852,4,3,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,1,0.25,1609396.25,14.291370287981389,402349.0625,12.90507779091166,2.0,12.0,9.0,0,Diaspora-Christian-Batak
0072000,7,6,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,4,0.5714285714285714,1747021.6666666667,14.373423563655187,249574.52380952385,12.427516849008487,2.0,12.0,9.0,0,Diaspora-Christian-Batak
0072021,5,3,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,1,0.2,,,,,2.0,12.0,9.0,0,Diaspora-Christian-Batak
0072200,5,4,1,0.0,0.0,0.0,4.0,1.0,False,True,False,0.25,0.0,2,0.4,1994896.6666666667,14.506103312086546,398979.3333333334,12.896667404765818,2.0,12.0,9.0,0,Diaspora-Christian-Batak
0072300,10,7,1,0.0,6000000.0,15.607270193858982,4.0,1.0,False,True,False,0.1428571428571428,15.607270193858982,5,0.5,1407138.3333333333,14.157069359859705,140713.8333333333,11.854490662800307,2.0,12.0,9.0,0,Diaspora-Christian-Batak
0072331,5,3,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,1,0.2,787041.6666666666,13.576037740245964,157408.3333333333,11.966604910115535,2.0,12.0,9.0,0,Diaspora-Christian-Batak
0072351,1,1,0,50000.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,0,0.0,1478390.0,14.20646489218869,1478390.0,14.20646489218869,2.0,12.0,9.0,0,Diaspora-Christian-Batak
0072400,5,4,0,20000.0,100000.0,11.51293546492023,4.0,1.0,False,True,False,0.0,11.51293546492023,2,0.4,807096.6666666666,13.601199964299322,161419.3333333333,11.991767007882633,2.0,12.0,9.0,0,Diaspora-Christian-Batak
0072451,2,0,0,0.0,0.0,0.0,4.0,1.0,False,True,False,,0.0,0,0.0,1656286.6666666667,14.320089310596437,828143.3333333334,13.626942733796165,2.0,12.0,9.0,0,Diaspora-Christian-Batak
0072500,13,8,0,500000.0,100000.0,11.51293546492023,4.0,1.0,False,True,False,0.0,11.51293546492023,6,0.4615384615384615,1994366.6666666667,14.505837598999632,153412.82051282053,11.940894258464713,2.0,12.0,9.0,0,Diaspora-Christian-Batak
0072541,2,2,2,200000.0,0.0,0.0,4.0,1.0,False,True,False,1.0,0.0,0,0.0,2143280.0,14.57784839045133,1071640.0,13.884701676465657,1.0,12.0,9.0,1,Diaspora-Christian-Batak
0072600,4,4,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,2,0.5,1558976.6666666667,14.259540822515024,389744.1666666667,12.873248385731303,2.0,12.0,9.0,0,Diaspora-Christian-Batak
0072651,2,0,0,0.0,0.0,0.0,4.0,1.0,False,True,False,,0.0,0,0.0,2245923.333333333,14.624627724190908,1122961.6666666667,13.93148098888184,2.0,12.0,9.0,0,Diaspora-Christian-Batak
0072700,3,1,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,0,0.0,431170.0,12.974260042140864,143723.33333333334,11.87565239199288,2.0,12.0,9.0,0,Diaspora-Christian-Batak
0072800,7,6,0,0.0,1000000.0,13.815511557963774,4.0,1.0,False,True,False,0.0,13.815511557963774,4,0.5714285714285714,738206.6666666666,13.51198045514679,105458.09523809524,11.566078433852658,2.0,12.0,9.0,0,Diaspora-Christian-Batak
0072811,7,5,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,3,0.4285714285714285,,,,,1.0,12.0,75.0,1,Diaspora-Christian-Batak
0072851,3,1,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,0,0.0,1204450.0,14.001534419429172,401483.3333333333,12.90292379126725,2.0,12.0,9.0,0,Diaspora-Christian-Batak
0072900,3,3,0,0.0,500000.0,13.122365377402328,4.0,0.6666666666666666,False,True,True,0.0,13.122365377402328,1,0.3333333333333333,1159733.3333333333,13.963701513864272,386577.77777777775,12.865090949727565,2.0,12.0,9.0,0,Diaspora-Christian-Batak
0080200,9,9,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,7,0.7777777777777778,2434586.6666666665,14.705287964088672,270509.6296296296,12.508066672724432,2.0,12.0,9.0,0,Diaspora-Muslim-Batak
0080551,2,1,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,0,0.0,2301451.6666666665,14.649051075730602,1150725.8333333333,13.955904329678738,1.0,12.0,75.0,1,Diaspora-Muslim-Batak
0080831,3,1,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,0,0.0,2221665.0,14.613767922851771,740555.0,13.515156534408584,2.0,12.0,9.0,0,Diaspora-Muslim-Batak
