hhid14,n_members,n_adults,n_outmig_adults,amount_given_total,amount_received_total,log_received_total,ethnic_modal,ethnic_share_modal,has_minang,has_batak,has_java,nelm_d1_deployment,nelm_d2_remittance,non_nuclear_adults,nelm_d3_extended_ratio,expenditure_total_monthly,log_exp_monthly,expenditure_pcm,log_exp_pcm,urban_rural,prov_bps,kab_bps,urban,subethnic_modal
0031751,1,0,0,0.0,0.0,0.0,4.0,1.0,False,True,False,,0.0,0,0.0,3946990.0,15.188464074429564,3946990.0,15.188464074429564,2.0,12.0,77.0,0,Diaspora-Muslim-Batak
0031752,2,1,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,0,0.0,875055.0,13.68204316329184,437527.5,12.988897125515246,2.0,12.0,3.0,0,Diaspora-Muslim-Batak
0031800,7,6,0,600000.0,1000000.0,13.815511557963774,4.0,1.0,False,True,False,0.0,13.815511557963774,4,0.5714285714285714,2652771.6666666665,14.79111594029142,378967.38095238095,12.845208053018013,2.0,12.0,77.0,0,Diaspora-Muslim-Batak
0031831,3,1,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,0,0.0,3938391.6666666665,15.186283245416131,1312797.2222222222,14.087671464569276,2.0,12.0,77.0,0,Diaspora-Muslim-Batak
0031841,4,1,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,0,0.0,2883706.6666666665,14.874587408402803,720926.6666666666,13.48829408760974,2.0,12.0,3.0,0,Diaspora-Muslim-Batak
0031842,3,1,1,0.0,0.0,0.0,4.0,1.0,False,True,False,1.0,0.0,0,0.0,5323591.666666667,15.487658946679629,1774530.5555555555,14.38904703369759,1.0,31.0,71.0,1,Diaspora-Muslim-Batak
0031851,2,1,1,0.0,0.0,0.0,4.0,1.0,False,True,False,1.0,0.0,0,0.0,2492693.333333333,14.728874745013885,1246346.6666666667,14.035727965626188,2.0,12.0,77.0,0,Diaspora-Muslim-Batak
0031900,5,5,0,0.0,1000000.0,13.815511557963774,4.0,1.0,False,True,False,0.0,13.815511557963774,3,0.6,1320306.6666666667,14.093375348211524,264061.3333333334,12.483940465369724,2.0,12.0,77.0,0,Diaspora-Muslim-Batak
0031911,7,2,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,0,0.0,2354123.333333333,14.671679383306156,336303.3333333334,12.725771782965992,2.0,12.0,77.0,0,Diaspora-Muslim-Batak
0031931,1,1,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,0,0.0,4221933.333333333,15.255803953819266,4221933.333333333,15.255803953819266,1.0,12.0,77.0,1,Diaspora-Muslim-Batak
0031941,5,1,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,0,0.0,2184295.0,14.59680413779895,436859.0,12.987368056616813,2.0,12.0,77.0,0,Diaspora-Muslim-Batak
0031954,1,1,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,0,0.0,1021140.0,13.836431187513943,1021140.0,13.836431187513943,1.0,12.0,77.0,1,Diaspora-Muslim-Batak
0032000,10,8,1,0.0,0.0,0.0,4.0,1.0,False,True,False,0.125,0.0,6,0.6,3351611.6666666665,15.02495218100362,335161.1666666666,12.72236977328046,2.0,12.0,77.0,0,Diaspora-Muslim-Batak
0032051,3,1,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,0,0.0,,,,,1.0,12.0,77.0,1,Diaspora-Muslim-Batak
0032400,15,10,2,500000.0,10500000.0,16.166885910365842,4.0,1.0,False,True,False,0.2,16.166885910365842,8,0.5333333333333333,3567151.6666666665,15.087278263163489,237810.1111111111,12.379231986752435,2.0,12.0,77.0,0,Diaspora-Muslim-Batak
0032431,5,1,0,100000.0,700000.0,13.45883704259595,4.0,1.0,False,True,False,0.0,13.45883704259595,0,0.0,8131598.333333333,15.911268182144358,1626319.6666666665,14.301830761618287,2.0,12.0,77.0,0,Diaspora-Muslim-Batak
0032432,6,6,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,4,0.6666666666666666,4730296.666666667,15.369498690130005,788382.7777777779,13.577740277917323,2.0,12.0,3.0,0,Diaspora-Muslim-Batak
0032441,5,1,0,0.0,3000000.0,14.914123179965662,4.0,1.0,False,True,False,0.0,14.914123179965662,0,0.0,3395080.0,15.037838177305932,679016.0,13.428401443046267,1.0,15.0,71.0,1,Diaspora-Muslim-Batak
0032454,2,1,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,0,0.0,1511571.6666666667,14.228661167908871,755785.8333333334,13.535514648911343,2.0,12.0,3.0,0,Diaspora-Muslim-Batak
0032500,12,7,1,2000000.0,3100000.0,14.946912992035967,4.0,1.0,False,True,False,0.1428571428571428,14.946912992035967,5,0.4166666666666667,5641553.333333333,15.54567017652256,470129.4444444445,13.060765476549918,2.0,12.0,77.0,0,Diaspora-Muslim-Batak
0032652,2,1,1,0.0,500000.0,13.122365377402328,4.0,1.0,False,True,False,1.0,13.122365377402328,0,0.0,3788756.6666666665,15.14754873088669,1894378.3333333333,14.45440181426547,2.0,12.0,3.0,0,Diaspora-Muslim-Batak
0032700,6,5,1,1150000.0,500000.0,13.122365377402328,4.0,1.0,False,True,False,0.2,13.122365377402328,3,0.5,7006410.0,15.762336145021187,1167735.0,13.970577389425006,2.0,12.0,3.0,0,Diaspora-Muslim-Batak
0032800,5,5,2,0.0,0.0,0.0,4.0,1.0,False,True,False,0.4,0.0,3,0.6,1691770.0,14.341286467199046,338354.0,12.731850919148346,2.0,12.0,21.0,0,Diaspora-Muslim-Batak
0032831,8,5,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,3,0.375,,,,,2.0,12.0,77.0,0,Diaspora-Muslim-Batak
0032900,8,6,1,500000.0,8000000.0,15.894952224644102,4.0,1.0,False,True,False,0.1666666666666666,15.894952224644102,4,0.5,4422091.666666667,15.302123596006885,552761.4583333334,13.222683637286744,2.0,12.0,77.0,0,Diaspora-Muslim-Batak
0032941,7,3,1,0.0,0.0,0.0,4.0,1.0,False,True,False,0.3333333333333333,0.0,1,0.1428571428571428,6970221.333333333,15.75715768084106,995745.9047619049,13.811248392590056,1.0,21.0,71.0,1,Diaspora-Muslim-Batak
0033000,7,4,0,0.0,0.0,0.0,4.0,0.8,False,True,True,0.0,0.0,2,0.2857142857142857,1367150.0,14.12823957046894,195307.14285714287,12.18233381009259,2.0,12.0,77.0,0,Diaspora-Muslim-Batak
0040100,5,4,2,100000.0,400000.0,12.899222326086994,4.0,1.0,False,True,False,0.5,12.899222326086994,2,0.4,7036321.666666667,15.76659624317788,1407264.3333333335,14.15715889922238,2.0,12.0,6.0,0,Diaspora-Christian-Batak
0040200,10,8,0,300000.0,1200000.0,13.997832948091215,4.0,1.0,False,True,False,0.0,13.997832948091215,6,0.6,1874665.0,14.443941068185689,187466.5,12.141360776035311,2.0,12.0,6.0,0,Diaspora-Christian-Batak
0040241,3,1,1,0.0,0.0,0.0,4.0,1.0,False,True,False,1.0,0.0,0,0.0,1221775.0,14.015816095855422,407258.3333333333,12.91720544414725,2.0,12.0,6.0,0,Diaspora-Christian-Batak
0040252,2,1,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,0,0.0,4386656.666666667,15.2940781435195,2193328.333333333,14.600931190923522,1.0,12.0,6.0,1,Diaspora-Christian-Batak
0040300,17,10,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,8,0.4705882352941176,2466806.6666666665,14.718435430034756,145106.27450980392,11.885228572073231,2.0,12.0,6.0,0,Diaspora-Christian-Batak
0040321,4,3,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,1,0.25,2762271.6666666665,14.831564328812572,690567.9166666666,13.445271053754317,2.0,14.0,5.0,0,Diaspora-Christian-Batak
0040351,2,2,1,0.0,0.0,0.0,4.0,1.0,False,True,False,0.5,0.0,0,0.0,5281806.666666667,15.479778958201363,2640903.333333333,14.78663196697052,2.0,12.0,6.0,0,Diaspora-Christian-Batak
0040400,13,9,2,0.0,60000.0,11.002116507732016,4.0,1.0,False,True,False,0.2222222222222222,11.002116507732016,7,0.5384615384615384,1387616.6666666667,14.143098925811808,106739.7435897436,11.57815821622814,2.0,12.0,6.0,0,Diaspora-Christian-Batak
0040441,7,4,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,2,0.2857142857142857,,,,,1.0,12.0,75.0,1,Diaspora-Christian-Batak
0040451,2,1,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,0,0.0,2816695.0,14.851075124812205,1408347.5,14.157928299278083,2.0,12.0,6.0,0,Diaspora-Christian-Batak
0040500,8,6,1,0.0,0.0,0.0,4.0,1.0,False,True,False,0.1666666666666666,0.0,4,0.5,2349150.0,14.669564544248486,293643.75,12.590125982364146,2.0,12.0,6.0,0,Diaspora-Christian-Batak
0040551,2,1,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,0,0.0,1669370.0,14.327957466737164,834685.0,13.634810885205058,2.0,12.0,6.0,0,Diaspora-Christian-Batak
0040600,7,7,1,0.0,0.0,0.0,4.0,1.0,False,True,False,0.1428571428571428,0.0,5,0.7142857142857143,1229415.0,14.022049817848966,175630.7142857143,12.076144549147706,2.0,12.0,6.0,0,Diaspora-Christian-Batak
0040651,3,1,1,0.0,0.0,0.0,4.0,1.0,False,True,False,1.0,0.0,0,0.0,3777663.3333333335,15.14461647538156,1259221.1111111112,14.046004716140972,2.0,12.0,6.0,0,Diaspora-Christian-Batak
0040652,1,1,1,0.0,0.0,0.0,4.0,1.0,False,True,False,1.0,0.0,0,0.0,3171556.6666666665,14.969733402664446,3171556.6666666665,14.969733402664446,2.0,12.0,6.0,0,Diaspora-Christian-Batak
0040653,3,1,0,300000.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,0,0.0,6328290.0,15.66054077346585,2109430.0,14.561928800838784,2.0,12.0,6.0,0,Diaspora-Christian-Batak
