hhid14,n_members,n_adults,n_outmig_adults,amount_given_total,amount_received_total,log_received_total,ethnic_modal,ethnic_share_modal,has_minang,has_batak,has_java,nelm_d1_deployment,nelm_d2_remittance,non_nuclear_adults,nelm_d3_extended_ratio,expenditure_total_monthly,log_exp_monthly,expenditure_pcm,log_exp_pcm,urban_rural,prov_bps,kab_bps,urban,kmeans_cluster,ward_cluster
0414253,2,2,0,0.0,0.0,0.0,1.0,1.0,False,False,True,0.0,0.0,0,0.0,1339873.3333333333,14.108086386434843,669936.6666666666,13.41493995221327,2.0,16.0,9.0,0,0,3
0414300,9,8,3,0.0,0.0,0.0,1.0,1.0,False,False,True,0.375,0.0,6,0.6666666666666666,1675741.6666666667,14.331767008060648,186193.5185185185,12.134547204715725,2.0,16.0,9.0,0,3,0
0414351,2,1,0,0.0,0.0,0.0,1.0,1.0,False,False,True,0.0,0.0,0,0.0,1420320.0,14.166393460368589,710160.0,13.473246983874589,2.0,16.0,9.0,0,0,3
0414352,3,1,1,0.0,0.0,0.0,1.0,0.6666666666666666,False,False,True,1.0,0.0,0,0.0,1525771.6666666667,14.2380115063781,508590.5555555556,13.139400528520396,2.0,19.0,4.0,0,2,2
0414400,13,11,2,300000.0,0.0,0.0,1.0,1.0,False,False,True,0.1818181818181818,0.0,9,0.6923076923076923,2623108.333333333,14.779870940532104,201777.5641025641,12.214926157783635,2.0,16.0,9.0,0,3,0
0414411,2,2,0,0.0,0.0,0.0,1.0,1.0,False,False,True,0.0,0.0,0,0.0,1761881.6666666667,14.381893492265904,880940.8333333334,13.68874687928048,2.0,16.0,9.0,0,0,3
0414412,5,5,2,200000.0,0.0,0.0,1.0,1.0,False,False,True,0.4,0.0,3,0.6,1213655.0,14.009147849656552,242731.0,12.399713233043844,2.0,18.0,4.0,0,3,0
0414431,4,2,0,500000.0,0.0,0.0,1.0,1.0,False,False,True,0.0,0.0,0,0.0,2719058.333333333,14.815796545124709,679764.5833333334,13.429503287326952,2.0,18.0,4.0,0,0,3
0414432,5,3,0,0.0,0.0,0.0,1.0,1.0,False,False,True,0.0,0.0,1,0.2,,,,,2.0,16.0,9.0,0,0,0
0414453,4,3,0,0.0,0.0,0.0,1.0,1.0,False,False,True,0.0,0.0,1,0.25,1785200.0,14.39504157189842,446300.0,13.008748891260156,2.0,16.0,9.0,0,0,0
0414454,4,3,0,0.0,0.0,0.0,1.0,1.0,False,False,True,0.0,0.0,1,0.25,2507648.333333333,14.734856351714244,626912.0833333334,13.348563186933156,2.0,16.0,9.0,0,0,0
0414500,8,5,1,3000000.0,0.0,0.0,1.0,0.625,False,False,True,0.2,0.0,3,0.375,1456040.0,14.19123166668296,182005.0,12.1117949325485,2.0,16.0,9.0,0,3,0
0420100,6,4,1,0.0,0.0,0.0,1.0,1.0,False,False,True,0.25,0.0,2,0.3333333333333333,3299033.333333333,15.009140357350663,549838.8888888889,13.217382403716478,2.0,16.0,9.0,0,3,0
0420200,15,12,1,2100000.0,3300000.0,15.009433329466964,1.0,1.0,False,False,True,0.0833333333333333,15.009433329466964,10,0.6666666666666666,1504310.0,14.223845544030382,100287.33333333331,11.515804649471072,2.0,16.0,9.0,0,4,4
0420231,3,1,1,0.0,100000.0,11.51293546492023,1.0,1.0,False,False,True,1.0,11.51293546492023,0,0.0,3434176.6666666665,15.049288056627912,1144725.5555555555,13.950676350340684,2.0,16.0,3.0,0,2,2
0420241,3,1,0,0.0,0.0,0.0,1.0,0.6666666666666666,False,False,True,0.0,0.0,0,0.0,2044256.6666666667,14.530545282373884,681418.8888888889,13.431933972055544,2.0,16.0,9.0,0,0,3
0420242,2,1,1,0.0,0.0,0.0,1.0,1.0,False,False,True,1.0,0.0,0,0.0,2034111.0,14.525569917988152,1017055.5,13.8324232290431,2.0,16.0,9.0,0,2,2
0420243,2,1,1,0.0,200000.0,12.206077645517674,1.0,1.0,False,False,True,1.0,12.206077645517674,0,0.0,2319428.333333333,14.656831736373691,1159714.1666666667,13.963684986954188,2.0,16.0,6.0,0,2,2
0420251,2,1,0,50000.0,0.0,0.0,1.0,1.0,False,False,True,0.0,0.0,0,0.0,2329866.6666666665,14.66132202850693,1164933.3333333333,13.96817527715582,2.0,18.0,4.0,0,0,3
0420252,2,1,1,0.0,0.0,0.0,1.0,1.0,False,False,True,1.0,0.0,0,0.0,1571480.0,14.26752904478714,785740.0,13.5743825005694,2.0,16.0,1.0,0,2,2
0420300,8,7,2,0.0,0.0,0.0,1.0,1.0,False,False,True,0.2857142857142857,0.0,5,0.625,1719536.6666666667,14.357566014207244,214942.0833333333,12.278128543380806,2.0,16.0,9.0,0,3,0
0420332,3,2,0,0.0,0.0,0.0,1.0,1.0,False,False,True,0.0,0.0,0,0.0,2107310.0,14.56092328512138,702436.6666666666,13.462311945529628,2.0,16.0,9.0,0,0,3
0420351,2,1,0,0.0,0.0,0.0,1.0,1.0,False,False,True,0.0,0.0,0,0.0,1448551.6666666667,14.18607545498286,724275.8333333334,13.492928964766923,2.0,16.0,9.0,0,0,3
0420400,11,8,2,520000.0,13200000.0,16.395727463314174,1.0,0.8888888888888888,False,False,True,0.25,16.395727463314174,6,0.5454545454545454,4347460.0,15.285102554497538,395223.6363636364,12.88720958188967,2.0,16.0,9.0,0,4,4
0420452,4,2,0,0.0,0.0,0.0,1.0,0.5,False,False,True,0.0,0.0,0,0.0,2547401.6666666665,14.750584835956229,636850.4166666666,13.36429165250576,2.0,16.0,9.0,0,0,3
0420500,11,6,1,300000.0,0.0,0.0,1.0,0.75,False,False,True,0.1666666666666666,0.0,4,0.3636363636363636,2835953.333333333,14.857889064012737,257813.93939393945,12.459997317358017,2.0,16.0,9.0,0,3,0
0420531,3,1,0,0.0,0.0,0.0,1.0,1.0,False,False,True,0.0,0.0,0,0.0,1524061.6666666667,14.236890134243348,508020.5555555556,13.138279157856374,2.0,16.0,9.0,0,0,3
0420541,3,2,0,0.0,0.0,0.0,1.0,1.0,False,False,True,0.0,0.0,0,0.0,,,,,2.0,35.0,4.0,0,0,3
0420600,14,13,3,500000.0,4200000.0,15.250595321348806,1.0,0.8461538461538461,False,False,True,0.2307692307692307,15.250595321348806,11,0.7857142857142857,1008426.6666666666,13.8239029101221,72030.47619047618,11.184858471779698,2.0,16.0,9.0,0,4,4
0420642,6,5,0,2000000.0,0.0,0.0,1.0,1.0,False,False,True,0.0,0.0,3,0.5,,,,,2.0,16.0,9.0,0,3,0
0420700,7,6,0,0.0,500000.0,13.122365377402328,1.0,1.0,False,False,True,0.0,13.122365377402328,4,0.5714285714285714,889940.0,13.69891044737607,127134.28571428572,11.753007040318009,2.0,16.0,9.0,0,4,4
0420741,3,1,0,0.0,500000.0,13.122365377402328,1.0,1.0,False,False,True,0.0,13.122365377402328,0,0.0,1316383.3333333333,14.090399394835966,438794.4444444445,12.991788625479831,2.0,16.0,9.0,0,1,1
0420800,5,4,1,200000.0,0.0,0.0,1.0,1.0,False,False,True,0.25,0.0,2,0.4,4682770.0,15.359400586692422,936554.0,13.749963528453048,2.0,16.0,9.0,0,3,0
0420900,5,4,2,0.0,0.0,0.0,1.0,1.0,False,False,True,0.5,0.0,2,0.4,166043.33333333334,12.020010099955387,33208.66666666667,10.41059627718301,2.0,16.0,9.0,0,3,0
0420911,4,2,0,100000.0,200000.0,12.206077645517674,1.0,0.75,False,False,True,0.0,12.206077645517674,0,0.0,1974156.6666666667,14.49565236745097,493539.1666666667,13.109359525965388,2.0,16.0,9.0,0,1,1
0420951,3,1,0,50000.0,0.0,0.0,1.0,1.0,False,False,True,0.0,0.0,0,0.0,2607528.333333333,14.7739137153943,869176.1111111111,13.675302193735485,2.0,16.0,2.0,0,0,3
0421000,6,6,0,200000.0,4600000.0,15.341567078850604,1.0,1.0,False,False,True,0.0,15.341567078850604,4,0.6666666666666666,4003825.0,15.20276096192953,667304.1666666666,13.411002741506213,2.0,16.0,9.0,0,4,4
0421031,8,7,0,0.0,0.0,0.0,1.0,1.0,False,False,True,0.0,0.0,5,0.625,4394560.0,15.295878197878094,549320.0,13.216438249075097,2.0,35.0,4.0,0,3,0
0421100,5,3,2,500000.0,3200000.0,14.978661680269909,1.0,1.0,False,False,True,0.6666666666666666,14.978661680269909,1,0.2,4250843.333333333,15.262628187835658,850168.6666666666,13.653191216390642,2.0,16.0,10.0,0,2,1
0421200,7,5,0,0.0,20000.0,9.90353755128617,1.0,1.0,False,False,True,0.0,9.90353755128617,3,0.4285714285714285,1454012.3333333333,14.189838107139012,207716.0476190476,12.2439320845848,2.0,16.0,9.0,0,4,1
0421241,4,1,0,0.0,0.0,0.0,1.0,1.0,False,False,True,0.0,0.0,0,0.0,1761070.0,14.38143270466673,440267.5,12.99514004705422,2.0,16.0,9.0,0,0,3
0421242,5,3,0,0.0,0.0,0.0,1.0,1.0,False,False,True,0.0,0.0,1,0.2,603636.6666666666,13.310729407286454,120727.33333333331,11.701298121322118,2.0,16.0,9.0,0,0,0
0421251,2,1,0,0.0,0.0,0.0,1.0,1.0,False,False,True,0.0,0.0,0,0.0,1526070.0,14.238207016611826,763035.0,13.545060491329172,2.0,16.0,9.0,0,0,3
0421341,3,1,0,0.0,0.0,0.0,1.0,1.0,False,False,True,0.0,0.0,0,0.0,2069330.0,14.542735924599128,689776.6666666666,13.444124602426484,2.0,16.0,9.0,0,0,3
0421351,2,1,0,1200000.0,0.0,0.0,1.0,1.0,False,False,True,0.0,0.0,0,0.0,1700890.0,14.34666278937182,850445.0,13.653516196738854,2.0,16.0,9.0,0,0,3
0421352,2,1,0,0.0,0.0,0.0,1.0,1.0,False,False,True,0.0,0.0,0,0.0,1659830.0,14.322226347921102,829915.0,13.62907976983195,2.0,16.0,9.0,0,0,3
0421400,5,4,0,0.0,4800000.0,15.38412668421143,1.0,1.0,False,False,True,0.0,15.38412668421143,2,0.4,1079490.0,13.8920001917091,215898.0,12.282565984718202,2.0,16.0,9.0,0,4,1
0421441,3,2,0,0.0,0.0,0.0,1.0,1.0,False,False,True,0.0,0.0,0,0.0,3165628.333333333,14.967862435289588,1055209.4444444445,13.869250778407183,2.0,16.0,9.0,0,0,3
0421442,3,1,0,0.0,0.0,0.0,1.0,0.6666666666666666,False,False,True,0.0,0.0,0,0.0,1919170.0,14.467403879930766,639723.3333333334,13.368792633378735,2.0,16.0,9.0,0,0,3
0421443,7,6,0,0.0,0.0,0.0,1.0,1.0,False,False,True,0.0,0.0,4,0.5714285714285714,,,,,2.0,16.0,9.0,0,3,0
0421500,38,35,0,4100000.0,0.0,0.0,1.0,0.9166666666666666,False,False,True,0.0,0.0,33,0.868421052631579,11182543.333333334,16.229864578809188,294277.4561403509,12.592281727805547,2.0,16.0,9.0,0,3,0
0421531,4,2,0,0.0,100000.0,11.51293546492023,1.0,1.0,False,False,True,0.0,11.51293546492023,0,0.0,1799423.3333333333,14.402977356899914,449855.8333333333,13.016684662978497,2.0,35.0,4.0,0,1,1
0421532,4,3,0,2000000.0,0.0,0.0,1.0,1.0,False,False,True,0.0,0.0,1,0.25,3599446.6666666665,15.096290965729452,899861.6666666666,13.70999743807042,2.0,16.0,1.0,0,0,0
0421533,4,1,0,0.0,0.0,0.0,1.0,1.0,False,False,True,0.0,0.0,0,0.0,757666.6666666666,13.53800013400732,189416.66666666663,12.15170973239922,2.0,16.0,1.0,0,0,3
0421534,4,3,0,0.0,0.0,0.0,1.0,1.0,False,False,True,0.0,0.0,1,0.25,924265.0,13.736755187982553,231066.25,12.35046407267624,2.0,16.0,9.0,0,0,0
0421535,6,1,0,0.0,300000.0,12.611541086966117,1.0,1.0,False,False,True,0.0,12.611541086966117,0,0.0,2830625.0,14.856008446571424,471770.8333333333,13.064250743735531,2.0,35.0,4.0,0,1,1
0421536,7,5,0,0.0,0.0,0.0,1.0,1.0,False,False,True,0.0,0.0,3,0.4285714285714285,4505306.666666667,15.32076674118022,643615.2380952381,13.374857923886564,2.0,16.0,9.0,0,3,0
0421538,5,3,0,0.0,0.0,0.0,1.0,1.0,False,False,True,0.0,0.0,1,0.2,1721811.6666666667,14.358888169821205,344362.3333333334,12.749452580517508,2.0,16.0,9.0,0,0,0
042153A,9,6,0,0.0,0.0,0.0,1.0,1.0,False,False,True,0.0,0.0,4,0.4444444444444444,,,,,2.0,16.0,1.0,0,3,0
0421542,3,1,0,0.0,0.0,0.0,1.0,1.0,False,False,True,0.0,0.0,0,0.0,2172763.333333333,14.591510801140602,724254.4444444445,13.49289943295846,2.0,16.0,9.0,0,0,3
042155A,2,1,0,0.0,0.0,0.0,1.0,1.0,False,False,True,0.0,0.0,0,0.0,916393.3333333334,13.728202045925308,458196.6666666667,13.035055956598052,2.0,16.0,9.0,0,0,3
0421600,8,5,0,20000.0,15000.0,9.61587214452889,1.0,0.5,False,False,True,0.0,9.61587214452889,3,0.375,1936923.3333333333,14.476611877781687,242115.41666666663,12.397173950072329,2.0,16.0,9.0,0,4,1
0421700,9,9,0,650000.0,0.0,0.0,1.0,1.0,False,False,True,0.0,0.0,7,0.7777777777777778,1101853.3333333333,13.912505076049888,122428.14814814816,11.715287759175162,2.0,16.0,9.0,0,3,0
0421721,1,1,0,0.0,0.0,0.0,1.0,1.0,False,False,True,0.0,0.0,0,0.0,658511.6666666666,13.397739035617018,658511.6666666666,13.397739035617018,2.0,16.0,9.0,0,0,3
0421751,2,1,0,0.0,0.0,0.0,1.0,0.5,False,False,True,0.0,0.0,0,0.0,1077373.3333333333,13.89003746616156,538686.6666666666,13.19689121378368,2.0,16.0,9.0,0,0,3
0421753,4,3,0,0.0,0.0,0.0,1.0,1.0,False,False,True,0.0,0.0,1,0.25,1750018.3333333333,14.37513739345772,437504.5833333333,12.988844746603135,2.0,16.0,9.0,0,0,0
0421800,19,14,3,4550000.0,200000.0,12.206077645517674,1.0,1.0,False,False,True,0.2142857142857142,12.206077645517674,12,0.631578947368421,2655433.333333333,14.792118789988027,139759.64912280702,11.847686589350722,2.0,16.0,9.0,0,4,4
0421831,2,1,0,0.0,0.0,0.0,1.0,1.0,False,False,True,0.0,0.0,0,0.0,2019463.3333333333,14.5183428526924,1009731.6666666666,13.82519616731315,2.0,16.0,9.0,0,0,3
0421841,5,2,0,0.0,0.0,0.0,1.0,0.8,False,False,True,0.0,0.0,0,0.0,1801895.0,14.404350001833423,360379.0,12.794914309280806,2.0,16.0,9.0,0,0,3
0421842,3,1,0,0.0,0.0,0.0,1.0,1.0,False,False,True,0.0,0.0,0,0.0,2374798.333333333,14.680423500653225,791599.4444444445,13.58181205416118,2.0,18.0,3.0,0,0,3
0421853,2,1,0,0.0,0.0,0.0,1.0,1.0,False,False,True,0.0,0.0,0,0.0,1737058.3333333335,14.367704203150696,868529.1666666667,13.67455759827616,2.0,16.0,9.0,0,0,3
0421900,4,4,3,0.0,200000.0,12.206077645517674,1.0,1.0,False,False,True,0.75,12.206077645517674,2,0.5,1209913.3333333333,14.006060116168491,302478.3333333333,12.619768234559915,2.0,16.0,9.0,0,2,1
0421931,4,1,0,0.0,0.0,0.0,1.0,1.0,False,False,True,0.0,0.0,0,0.0,623670.0,13.343378264720045,155917.5,11.957088713817056,2.0,16.0,9.0,0,0,3
0421932,7,4,0,0.0,0.0,0.0,1.0,1.0,False,False,True,0.0,0.0,2,0.2857142857142857,,,,,2.0,16.0,73.0,0,3,0
0421951,3,1,0,0.0,0.0,0.0,1.0,0.6666666666666666,False,False,True,0.0,0.0,0,0.0,410235.0,12.924487882836836,136745.0,11.825880469399388,2.0,16.0,73.0,0,0,3
0422000,5,5,0,500000.0,200000.0,12.206077645517674,1.0,1.0,False,False,True,0.0,12.206077645517674,3,0.6,2416168.333333333,14.697693923880994,483233.6666666667,13.08825766695863,2.0,16.0,9.0,0,4,4
0422041,6,4,0,200000.0,0.0,0.0,1.0,1.0,False,False,True,0.0,0.0,2,0.3333333333333333,,,,,1.0,35.0,4.0,1,3,0
0422341,5,3,0,0.0,0.0,0.0,1.0,1.0,False,False,True,0.0,0.0,1,0.2,3638841.6666666665,15.107176240338564,727768.3333333333,13.497739427154464,2.0,16.0,9.0,0,0,0
0422400,5,5,4,50000.0,0.0,0.0,1.0,1.0,False,False,True,0.8,0.0,3,0.6,2967253.333333333,14.903147616304688,593450.6666666667,13.293711051917253,2.0,16.0,9.0,0,2,0
0422500,4,3,0,300000.0,350000.0,12.765691290604371,1.0,1.0,False,False,True,0.0,12.765691290604371,1,0.25,1264298.3333333333,14.05002863999884,316074.5833333333,12.663736651731927,2.0,16.0,9.0,0,1,1
0422551,2,1,0,0.0,0.0,0.0,1.0,1.0,False,False,True,0.0,0.0,0,0.0,2981245.0,14.90785189189881,1490622.5,14.214705046769028,2.0,16.0,9.0,0,0,3
0422600,9,7,1,0.0,0.0,0.0,1.0,1.0,False,False,True,0.1428571428571428,0.0,5,0.5555555555555556,2761091.6666666665,14.8311370530679,306787.9629629629,12.633915373131142,2.0,16.0,9.0,0,3,0
0422641,4,1,0,0.0,0.0,0.0,1.0,1.0,False,False,True,0.0,0.0,0,0.0,805528.3333333334,13.599254897240682,201382.0833333333,12.21296426037302,2.0,35.0,5.0,0,0,3
0422642,2,1,1,0.0,0.0,0.0,1.0,1.0,False,False,True,1.0,0.0,0,0.0,3232995.0,14.988919819465853,1616497.5,14.29577294821648,1.0,32.0,76.0,1,2,2
0422700,3,2,1,0.0,0.0,0.0,1.0,1.0,False,False,True,0.5,0.0,0,0.0,585580.0,13.280359795747684,195193.3333333333,12.181750922485104,2.0,16.0,9.0,0,2,0
0422841,3,2,1,0.0,0.0,0.0,1.0,0.6666666666666666,False,False,True,0.5,0.0,0,0.0,9038310.0,16.0169828786291,3012770.0,14.918370811241248,1.0,16.0,71.0,1,2,0
0422900,7,5,2,0.0,0.0,0.0,1.0,1.0,False,False,True,0.4,0.0,3,0.4285714285714285,720831.6666666666,13.488162304264142,102975.95238095238,11.542260478881309,1.0,16.0,7.0,1,3,0
0423000,7,5,1,6200000.0,950000.0,13.76421831620775,1.0,1.0,False,False,True,0.2,13.76421831620775,3,0.4285714285714285,3301340.0,15.009839307529733,471620.0,13.06393097591604,2.0,16.0,9.0,0,4,4
0431751,3,3,1,0.0,0.0,0.0,1.0,0.6666666666666666,False,False,True,0.3333333333333333,0.0,1,0.3333333333333333,1701833.3333333333,14.347217246911054,567277.7777777778,13.248606133444774,2.0,16.0,2.0,0,3,0
0432941,5,5,0,0.0,0.0,0.0,1.0,1.0,False,False,True,0.0,0.0,3,0.6,,,,,1.0,34.0,4.0,1,3,0
0440441,2,1,1,0.0,0.0,0.0,1.0,1.0,False,False,True,1.0,0.0,0,0.0,3239688.333333333,14.99098799839761,1619844.1666666667,14.29784112650919,1.0,32.0,73.0,1,2,2
0440800,5,4,0,300000.0,500000.0,13.122365377402328,1.0,1.0,False,False,True,0.0,13.122365377402328,2,0.4,3000085.0,14.91415151288817,600017.0,13.304714933748292,1.0,16.0,12.0,1,4,1
0440851,3,1,1,500000.0,0.0,0.0,1.0,1.0,False,False,True,1.0,0.0,0,0.0,2723630.0,14.817476474520593,907876.6666666666,13.718864920166077,2.0,16.0,12.0,0,2,2
0441200,8,7,0,150000.0,3000000.0,14.914123179965662,9.0,0.875,True,False,False,0.0,14.914123179965662,5,0.625,3680993.333333333,15.118693472923226,460124.1666666666,13.039253832901668,2.0,16.0,12.0,0,4,4
0441241,2,2,0,0.0,0.0,0.0,9.0,1.0,True,False,False,0.0,0.0,0,0.0,2718216.6666666665,14.815486953881376,1359108.3333333333,14.122340141209486,1.0,16.0,6.0,1,0,3
0441251,2,1,1,0.0,0.0,0.0,9.0,1.0,True,False,False,1.0,0.0,0,0.0,3268940.0,14.99997663721065,1634470.0,14.306829762560126,1.0,16.0,12.0,1,2,2
0441300,9,7,1,600000.0,100000.0,11.51293546492023,1.0,1.0,False,False,True,0.1428571428571428,11.51293546492023,5,0.5555555555555556,1345776.6666666667,14.112482594760396,149530.74074074076,11.915263961924833,1.0,16.0,12.0,1,4,4
0441331,9,6,0,0.0,0.0,0.0,1.0,1.0,False,False,True,0.0,0.0,4,0.4444444444444444,,,,,2.0,16.0,6.0,0,3,0
0441431,3,3,1,1000000.0,800000.0,13.592368256649284,1.0,1.0,False,False,True,0.3333333333333333,13.592368256649284,1,0.3333333333333333,5343506.666666667,15.491392861711038,1781168.888888889,14.392780947328838,2.0,14.0,4.0,0,4,1
0441543,3,3,0,0.0,0.0,0.0,1.0,1.0,False,False,True,0.0,0.0,1,0.3333333333333333,,,,,1.0,35.0,10.0,1,3,0
0441641,3,3,1,500000.0,0.0,0.0,1.0,0.6666666666666666,False,False,True,0.3333333333333333,0.0,1,0.3333333333333333,14075000.0,16.45991080303798,4691666.666666667,15.361298656465769,1.0,35.0,78.0,1,3,0
0441731,5,2,0,0.0,0.0,0.0,1.0,0.6,False,False,True,0.0,0.0,0,0.0,5397025.0,15.501358619080374,1079405.0,13.89192144779492,2.0,33.0,27.0,0,0,3
0441900,9,6,0,1000000.0,1000000.0,13.815511557963774,1.0,0.8333333333333334,False,False,True,0.0,13.815511557963774,4,0.4444444444444444,661443.3333333334,13.402181106816764,73493.70370370371,11.204968624151585,1.0,16.0,12.0,1,4,1
0442100,7,4,0,1000000.0,0.0,0.0,1.0,1.0,False,False,True,0.0,0.0,2,0.2857142857142857,14926141.0,16.518624730228645,2132305.8571428573,14.572714983152544,1.0,16.0,6.0,1,3,0
0442442,4,1,0,0.0,0.0,0.0,1.0,1.0,False,False,True,0.0,0.0,0,0.0,1928953.3333333333,14.472488617856126,482238.3333333333,13.0861958119818,1.0,16.0,12.0,1,0,3
0442651,2,1,1,100000.0,0.0,0.0,1.0,0.5,False,False,True,1.0,0.0,0,0.0,2359760.0,14.67407090068708,1179880.0,13.980924143898774,1.0,16.0,12.0,1,2,2
0442900,7,5,0,300000.0,1800000.0,14.403297778421797,1.0,1.0,False,False,True,0.0,14.403297778421797,3,0.4285714285714285,3220975.0,14.985194977183436,460139.28571428574,13.039286690915802,1.0,31.0,75.0,1,4,1
0442951,2,1,1,0.0,0.0,0.0,1.0,0.5,False,False,True,1.0,0.0,0,0.0,9180031.666666666,16.032541321050765,4590015.833333333,15.339394249422886,1.0,31.0,75.0,1,2,2
0443000,12,12,2,1150000.0,550000.0,13.21767537538882,1.0,1.0,False,False,True,0.1666666666666666,13.21767537538882,10,0.8333333333333334,475430.0,13.071977040027951,39619.16666666666,10.587093526873344,1.0,16.0,12.0,1,4,4
0443021,1,1,0,0.0,0.0,0.0,1.0,1.0,False,False,True,0.0,0.0,0,0.0,7481116.666666667,15.827892759465865,7481116.666666667,15.827892759465865,2.0,16.0,12.0,0,0,3
0443022,10,8,0,0.0,0.0,0.0,4.0,0.9,False,True,False,0.0,0.0,6,0.6,,,,,1.0,16.0,12.0,1,3,0
0452251,2,1,1,0.0,0.0,0.0,1.0,0.5,False,False,True,1.0,0.0,0,0.0,1612676.6666666667,14.293406502461153,806338.3333333334,13.60025994198773,2.0,16.0,3.0,0,2,2
0460500,13,10,1,0.0,200000.0,12.206077645517674,1.0,1.0,False,False,True,0.1,12.206077645517674,8,0.6153846153846154,2711838.333333333,14.813137683416306,208602.94871794872,12.248192750985892,1.0,16.0,3.0,1,4,4
0460531,4,3,0,200000.0,0.0,0.0,1.0,1.0,False,False,True,0.0,0.0,1,0.25,1210843.3333333333,14.006828470369644,302710.8333333333,12.62053658685666,1.0,16.0,3.0,1,0,0
0460541,4,1,0,0.0,300000.0,12.611541086966117,1.0,0.75,False,False,True,0.0,12.611541086966117,0,0.0,2858875.0,14.86593909855554,714718.75,13.479645786798557,1.0,16.0,3.0,1,1,1
0460631,2,2,0,0.0,0.0,0.0,1.0,0.5,False,False,True,0.0,0.0,0,0.0,2869316.6666666665,14.869584812663511,1434658.3333333333,14.17643798061842,1.0,16.0,3.0,1,0,3
0460632,4,1,0,0.0,0.0,0.0,1.0,1.0,False,False,True,0.0,0.0,0,0.0,2465693.333333333,14.717984002604116,616423.3333333334,13.33169085817931,1.0,16.0,3.0,1,0,3
0460700,9,6,0,300000.0,500000.0,13.122365377402328,1.0,0.875,False,False,True,0.0,13.122365377402328,4,0.4444444444444444,4821223.333333333,15.388538464836442,535691.4814814815,13.191315546828395,1.0,16.0,3.0,1,4,1
0460731,3,1,1,0.0,0.0,0.0,1.0,0.6666666666666666,False,False,True,1.0,0.0,0,0.0,4033895.0,15.210243216301295,1344631.6666666667,14.111631423431664,1.0,16.0,3.0,1,2,2
0460900,4,4,0,0.0,0.0,0.0,1.0,1.0,False,False,True,0.0,0.0,2,0.5,1087611.6666666667,13.899495638111276,271902.9166666667,12.513204035322502,1.0,16.0,3.0,1,3,0
0461400,9,6,1,1000000.0,0.0,0.0,1.0,0.875,True,False,True,0.1666666666666666,0.0,4,0.4444444444444444,3949790.0,15.189173224085042,438865.5555555556,12.991950672170397,1.0,16.0,3.0,1,3,0
0461451,2,1,1,2000000.0,500000.0,13.122365377402328,1.0,1.0,False,False,True,1.0,13.122365377402328,0,0.0,5495146.666666667,15.51937601837356,2747573.333333333,14.82622901979233,1.0,64.0,1.0,1,2,2
0461500,8,6,1,0.0,0.0,0.0,1.0,0.4285714285714285,False,False,True,0.1666666666666666,0.0,4,0.5,3324118.333333333,15.016715334834528,415514.7916666667,12.937275898973384,1.0,16.0,3.0,1,3,0
0461651,3,3,0,0.0,0.0,0.0,1.0,1.0,False,False,True,0.0,0.0,1,0.3333333333333333,1276066.6666666667,14.059293771783846,425355.5555555556,12.960683050429513,1.0,16.0,3.0,1,3,0
0461731,3,2,0,0.0,0.0,0.0,1.0,1.0,False,False,True,0.0,0.0,0,0.0,1777726.6666666667,14.39084651497056,592575.5555555556,13.292235351333533,2.0,35.0,22.0,0,0,3
0461800,7,5,1,6500000.0,500000.0,13.122365377402328,1.0,0.5,False,False,True,0.2,13.122365377402328,3,0.4285714285714285,6581321.666666667,15.699746296272286,940188.8095238096,13.753837058887402,1.0,16.0,3.0,1,4,4
0461821,5,4,1,0.0,250000.0,12.429220196836384,1.0,0.6,False,False,True,0.25,12.429220196836384,2,0.4,3564620.0,15.086568294818631,712924.0,13.477131504522832,1.0,16.0,3.0,1,4,1
0472741,3,1,0,0.0,0.0,0.0,1.0,1.0,False,False,True,0.0,0.0,0,0.0,1962330.0,14.48964361028094,654110.0,13.391032340808358,2.0,16.0,4.0,0,0,3
0480941,2,1,0,0.0,0.0,0.0,1.0,1.0,False,False,True,0.0,0.0,0,0.0,2326376.6666666665,14.659822966321109,1163188.3333333333,13.96667621561389,2.0,16.0,3.0,0,0,3
0481000,6,5,0,220000.0,0.0,0.0,1.0,1.0,False,False,True,0.0,0.0,3,0.5,1019655.0,13.834975873475267,169942.5,12.043221307849745,2.0,16.0,4.0,0,3,0
0481400,2,2,0,0.0,0.0,0.0,1.0,1.0,False,False,True,0.0,0.0,0,0.0,1306206.6666666667,14.082638585876635,653103.3333333334,13.38949217089145,1.0,35.0,4.0,1,0,3
0481741,3,1,1,0.0,0.0,0.0,1.0,1.0,False,False,True,1.0,0.0,0,0.0,1384246.6666666667,14.140667349053787,461415.5555555556,13.04205650521279,2.0,16.0,73.0,0,2,2
0481800,6,5,0,1000000.0,0.0,0.0,1.0,0.8333333333333334,False,False,True,0.0,0.0,3,0.5,2099091.6666666665,14.557015745835264,349848.61111111107,12.76525865858592,2.0,16.0,4.0,0,3,0
0481811,6,2,0,0.0,0.0,0.0,1.0,1.0,False,False,True,0.0,0.0,0,0.0,,,,,1.0,31.0,72.0,1,0,3
0481841,4,1,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,0,0.0,3175801.6666666665,14.97107096675722,793950.4166666666,13.58477755027996,1.0,31.0,71.0,1,0,3
