hhid14,n_members,n_adults,n_outmig_adults,amount_given_total,amount_received_total,log_received_total,ethnic_modal,ethnic_share_modal,has_minang,has_batak,has_java,nelm_d1_deployment,nelm_d2_remittance,non_nuclear_adults,nelm_d3_extended_ratio,expenditure_total_monthly,log_exp_monthly,expenditure_pcm,log_exp_pcm,urban_rural,prov_bps,kab_bps,urban,kmeans_cluster,ward_cluster
0030100,10,9,1,150000.0,100000.0,11.51293546492023,4.0,1.0,False,True,False,0.1111111111111111,11.51293546492023,7,0.7,1523888.3333333333,14.236776396669056,152388.8333333333,11.934197209598246,2.0,12.0,77.0,0,4,4
0030141,4,1,0,0.0,0.0,0.0,1.0,1.0,False,False,True,0.0,0.0,0,0.0,3507276.6666666665,15.070350700971508,876819.1666666666,13.68405719521552,2.0,12.0,77.0,0,0,3
0030151,3,2,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,0,0.0,2291575.0,14.644750348429774,763858.3333333334,13.546138932523084,2.0,12.0,7.0,0,0,3
0030152,3,1,1,0.0,0.0,0.0,4.0,1.0,False,True,False,1.0,0.0,0,0.0,1333885.0,14.10360704453466,444628.3333333333,13.004996255243936,2.0,12.0,77.0,0,2,2
0030153,2,1,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,0,0.0,1104976.6666666667,13.915335681568354,552488.3333333334,13.222189406003666,2.0,12.0,77.0,0,0,3
0030200,12,9,0,120000.0,0.0,0.0,1.0,0.8333333333333334,False,True,True,0.0,0.0,7,0.5833333333333334,2235016.6666666665,14.61975969054741,186251.38888888888,12.13485796240862,2.0,12.0,77.0,0,3,0
0030241,4,4,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,2,0.5,,,,,2.0,12.0,77.0,0,3,0
0030300,11,7,0,0.0,300000.0,12.611541086966117,4.0,1.0,False,True,False,0.0,12.611541086966117,5,0.4545454545454545,1191553.3333333333,13.990769175264576,108323.03030303027,11.592882294830495,2.0,12.0,77.0,0,4,1
0030312,6,3,1,0.0,310000.0,12.644330802262578,4.0,1.0,False,True,False,0.3333333333333333,12.644330802262578,1,0.1666666666666666,3551891.6666666665,15.082991164919916,591981.9444444444,13.291233103391065,2.0,12.0,77.0,0,1,1
0030342,2,1,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,0,0.0,3637126.6666666665,15.106704825543508,1818563.3333333333,14.413557919925758,2.0,12.0,20.0,0,0,3
0030400,9,7,0,20000.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,5,0.5555555555555556,2569656.6666666665,14.759283244367364,285517.4074074074,12.562061780281462,2.0,12.0,77.0,0,3,0
0030451,2,1,0,0.0,2500000.0,14.731801689838347,4.0,1.0,False,True,False,0.0,14.731801689838347,0,0.0,1587646.6666666667,14.277764023795749,793823.3333333334,13.584617473098271,2.0,12.0,77.0,0,1,1
0030500,11,10,1,450000.0,550000.0,13.21767537538882,4.0,1.0,False,True,False,0.1,13.21767537538882,8,0.7272727272727273,3155360.0,14.964613468964894,286850.9090909091,12.566721365370984,2.0,12.0,77.0,0,4,4
0030541,4,1,0,0.0,0.0,0.0,4.0,1.0,False,True,False,0.0,0.0,0,0.0,3589351.6666666665,15.093482428513896,897337.9166666666,13.70718890319896,2.0,12.0,3.0,0,0,3
