check,silhouette,lr_ethnic,p_ethnic,pseudoR2,kw_stat,ari,ethnic_p_min,rsquared
kmeans_k3,0.4177947486640137,18.48578042472036,0.0009914853504301435,0.629382184038525,,,,
kmeans_k4,0.47221370406540575,18.47705835164743,0.005144299151472742,0.36385699689218043,,,,
kmeans_k6,0.6295568664356588,25.053980999397027,0.00524411947422454,0.2824283576762654,,,,
pca_weighted_pc1,,,0.054952106522683085,,5.802586527209251,,,
gmm_k4,,9.199210040236721,0.16268071252447336,0.2700761886162988,,,,
ari_kmeans_vs_gmm_k4,,,,,,0.29489723006435725,,
adult_only_k4,,18.47705835164743,0.005144299151472742,0.36385699689218043,,,,
ols_d1_deployment,,,,,,,0.011833991680013338,0.027948800504386972
ols_d2_remittance,,,,,,,0.0015845908422030999,0.15421462554403975
