ethnic,0,1,2,3,4
Batak,0.37171325501181723,0.21997308329399917,0.02778586441116186,0.22238411481964912,0.15814368246337265
Java,0.2471517475374302,0.2335321502974253,0.010427347040094133,0.24695537519583585,0.26193337992921456
Minang,0.35894559097674966,0.2711406336766698,0.025692170338080998,0.1649354666488495,0.17928613835965004
