hhid14,ethnic_label,n_adults,n_outmig_adults,nelm_d1_deployment,n_adults_in_ind,n_outmig_in_ind,n_male_out,n_female_out,D1_male,D1_female,D1_total_computed
0460500,Java,10,1,0.1,10.0,1.0,1.0,0.0,0.1,0.0,0.1
0460531,Java,3,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0460541,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0460552,Java,0,0,,,,0.0,0.0,,,
0460631,Java,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0460632,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0460651,Java,0,0,,,,0.0,0.0,,,
0460700,Java,6,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
0460731,Java,1,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
0460900,Java,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
0461400,Java,6,1,0.1666666666666666,6.0,1.0,1.0,0.0,0.16666666666666666,0.0,0.16666666666666666
0461451,Java,1,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
0461500,Java,6,1,0.1666666666666666,6.0,1.0,1.0,0.0,0.16666666666666666,0.0,0.16666666666666666
0461651,Java,3,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0461731,Java,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0461800,Java,5,1,0.2,5.0,1.0,1.0,0.0,0.2,0.0,0.2
0461821,Java,4,1,0.25,4.0,1.0,1.0,0.0,0.25,0.0,0.25
0461841,Java,0,0,,,,0.0,0.0,,,
0472741,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0480941,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0481000,Java,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
0481400,Java,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0481741,Java,1,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
0481800,Java,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
0481811,Java,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0481841,Batak,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0481852,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0481932,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0482000,Java,6,2,0.3333333333333333,6.0,2.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.3333333333333333
0482200,Java,7,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
0482241,Java,3,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0482300,Java,3,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0490100,Minang,6,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
0490111,Minang,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0490200,Minang,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
0490700,Minang,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
0490741,Minang,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0490742,Minang,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
0491000,Minang,7,3,0.4285714285714285,7.0,3.0,1.0,2.0,0.14285714285714285,0.2857142857142857,0.42857142857142855
0491021,Minang,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
0491031,Minang,10,0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
0491200,Minang,6,1,0.1666666666666666,6.0,1.0,1.0,0.0,0.16666666666666666,0.0,0.16666666666666666
0491300,Java,10,0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
0491400,Minang,7,1,0.1428571428571428,7.0,1.0,1.0,0.0,0.14285714285714285,0.0,0.14285714285714285
0491451,Minang,1,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
0491452,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0491500,Minang,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0491531,Minang,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0491600,Minang,7,1,0.1428571428571428,7.0,1.0,1.0,0.0,0.14285714285714285,0.0,0.14285714285714285
0491651,Minang,1,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
0491700,Minang,8,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
0491931,Minang,10,0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
0491941,Minang,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0492000,Minang,7,1,0.1428571428571428,7.0,1.0,1.0,0.0,0.14285714285714285,0.0,0.14285714285714285
0500200,Java,13,1,0.0769230769230769,13.0,1.0,0.0,1.0,0.0,0.07692307692307693,0.07692307692307693
0500231,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0500242,Minang,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0500341,Java,1,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
0500651,Batak,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0500842,Java,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
0501900,Batak,7,2,0.2857142857142857,7.0,2.0,0.0,2.0,0.0,0.2857142857142857,0.2857142857142857
0511041,Java,1,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
0520500,Java,7,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
0520541,Java,1,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
0520542,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0520731,Java,3,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0521351,Java,3,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0521751,Java,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
0521931,Java,6,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
0531231,Java,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0531541,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0540300,Batak,5,1,0.2,5.0,1.0,1.0,0.0,0.2,0.0,0.2
0540351,Batak,1,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
0540352,Batak,3,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0540400,Java,5,2,0.4,5.0,2.0,1.0,1.0,0.2,0.2,0.4
0541552,Java,1,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
0541553,Java,1,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
0541554,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0541700,Java,7,1,0.1428571428571428,7.0,1.0,0.0,1.0,0.0,0.14285714285714285,0.14285714285714285
0542000,Java,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
0550200,Java,3,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0560100,Java,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
0560142,Java,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0560441,Minang,3,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0560442,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0560443,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0560600,Java,6,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
0560631,Java,2,1,0.5,2.0,1.0,0.0,1.0,0.0,0.5,0.5
0560641,Java,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0560700,Java,7,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
0560852,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0560911,Java,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
0561141,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0561241,Java,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0561442,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0561443,Java,2,1,0.5,2.0,1.0,0.0,1.0,0.0,0.5,0.5
0561451,Java,1,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
0561600,Minang,7,1,0.1428571428571428,7.0,1.0,0.0,1.0,0.0,0.14285714285714285,0.14285714285714285
0561631,Java,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0561800,Minang,7,2,0.2857142857142857,7.0,2.0,1.0,1.0,0.14285714285714285,0.14285714285714285,0.2857142857142857
0561831,Minang,2,1,0.5,2.0,1.0,0.0,1.0,0.0,0.5,0.5
0561841,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0561900,Minang,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
0570400,Java,7,1,0.1428571428571428,7.0,1.0,1.0,0.0,0.14285714285714285,0.0,0.14285714285714285
0570541,Java,1,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
0570642,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0570731,Java,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
0571051,Java,1,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
0571400,Java,6,1,0.1666666666666666,6.0,1.0,1.0,0.0,0.16666666666666666,0.0,0.16666666666666666
0571500,Java,6,2,0.3333333333333333,6.0,2.0,2.0,0.0,0.3333333333333333,0.0,0.3333333333333333
0571551,Java,6,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
0571651,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0571741,Java,1,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
0572300,Java,8,2,0.25,8.0,2.0,1.0,1.0,0.125,0.125,0.25
0572411,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0572551,Java,1,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
0572753,Java,3,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0572852,Java,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0580100,Java,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
0580141,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0580200,Java,5,2,0.4,5.0,2.0,0.0,2.0,0.0,0.4,0.4
0580300,Java,5,1,0.2,5.0,1.0,1.0,0.0,0.2,0.0,0.2
0580400,Java,7,2,0.2857142857142857,7.0,2.0,1.0,1.0,0.14285714285714285,0.14285714285714285,0.2857142857142857
0580441,Java,6,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
0580451,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0580500,Java,3,1,0.3333333333333333,3.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.3333333333333333
0580641,Java,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
0580700,Java,3,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0580800,Java,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
0580841,Java,4,1,0.25,4.0,1.0,1.0,0.0,0.25,0.0,0.25
0580851,Java,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0580852,Java,1,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
0580853,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0580900,Java,6,2,0.3333333333333333,6.0,2.0,2.0,0.0,0.3333333333333333,0.0,0.3333333333333333
0580931,Java,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0580941,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0580951,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0581031,Java,4,1,0.25,4.0,1.0,1.0,0.0,0.25,0.0,0.25
0581100,Java,8,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
0581151,Minang,0,0,,,,0.0,0.0,,,
0581200,Java,6,1,0.1666666666666666,6.0,1.0,1.0,0.0,0.16666666666666666,0.0,0.16666666666666666
0581300,Java,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
0581400,Java,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0581431,Java,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
0581500,Java,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
0581531,Java,0,0,,,,0.0,0.0,,,
0581541,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0581600,Java,11,0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
0581631,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0581641,Java,0,0,,,,0.0,0.0,,,
0581651,Java,0,0,,,,0.0,0.0,,,
0581700,Java,7,2,0.2857142857142857,7.0,2.0,1.0,1.0,0.14285714285714285,0.14285714285714285,0.2857142857142857
0581711,Java,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0581712,Java,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0581731,Java,2,1,0.5,2.0,1.0,0.0,1.0,0.0,0.5,0.5
0581751,Java,2,1,0.5,2.0,1.0,1.0,0.0,0.5,0.0,0.5
0581800,Java,8,1,0.125,8.0,1.0,0.0,1.0,0.0,0.125,0.125
0581851,Java,1,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
0581852,Java,1,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
0581900,Java,4,1,0.25,4.0,1.0,1.0,0.0,0.25,0.0,0.25
0581941,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0582000,Java,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
0582031,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0582041,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0582100,Java,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
0582151,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0582200,Java,6,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
0582241,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0582251,Java,1,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
0582252,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0582300,Java,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
0582400,Java,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
0582441,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0582442,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0582451,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0582500,Java,8,1,0.125,8.0,1.0,1.0,0.0,0.125,0.0,0.125
0582511,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0582531,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0582541,Java,3,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0582542,Java,3,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0582552,Java,1,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
0582600,Java,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
0582651,Java,1,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
0582652,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0582700,Java,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
0582741,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0582742,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0582751,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0582800,Java,7,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
0582831,Java,1,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
0582841,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0582842,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0582851,Java,1,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
0582900,Java,7,1,0.1428571428571428,7.0,1.0,0.0,1.0,0.0,0.14285714285714285,0.14285714285714285
0582941,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0582951,Java,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
0583000,Java,4,1,0.25,4.0,1.0,0.0,1.0,0.0,0.25,0.25
0583051,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0583052,Java,0,0,,,,0.0,0.0,,,
0590100,Java,6,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
0590131,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0590141,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0590151,Java,1,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
0590200,Java,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
0590241,Java,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0590300,Java,3,1,0.3333333333333333,3.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.3333333333333333
0590400,Java,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
0590500,Java,6,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
0590541,Java,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0590600,Java,9,2,0.2222222222222222,9.0,2.0,0.0,2.0,0.0,0.2222222222222222,0.2222222222222222
0590611,Java,3,2,0.6666666666666666,3.0,2.0,2.0,0.0,0.6666666666666666,0.0,0.6666666666666666
0590631,Java,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0590641,Java,0,0,,,,0.0,0.0,,,
0590643,Java,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0590651,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0590652,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0590700,Java,3,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0590800,Java,10,0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
0590831,Java,1,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
0590841,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0590842,Java,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0590843,Java,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0590853,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0591000,Java,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
0591051,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0591100,Java,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
0591200,Java,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
0591300,Java,9,0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
0591341,Java,3,1,0.3333333333333333,3.0,1.0,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333
0591352,Java,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
0591400,Java,3,1,0.3333333333333333,3.0,1.0,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333
0591500,Java,6,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
0591531,Java,0,0,,,,0.0,0.0,,,
0591600,Java,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
0591700,Java,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
0591741,Java,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
0591800,Java,6,1,0.1666666666666666,6.0,1.0,1.0,0.0,0.16666666666666666,0.0,0.16666666666666666
0591831,Java,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0591900,Java,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
0591931,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0592000,Java,6,1,0.1666666666666666,6.0,1.0,1.0,0.0,0.16666666666666666,0.0,0.16666666666666666
0592041,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0592200,Java,7,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
0592241,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0592300,Java,4,1,0.25,4.0,1.0,0.0,1.0,0.0,0.25,0.25
0592400,Java,3,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0592431,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0592500,Java,4,1,0.25,4.0,1.0,0.0,1.0,0.0,0.25,0.25
0592531,Java,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0592541,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0592631,Java,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0592632,Java,3,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0592641,Java,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0592700,Java,7,1,0.1428571428571428,7.0,1.0,0.0,1.0,0.0,0.14285714285714285,0.14285714285714285
0592731,Java,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0592732,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0592734,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0592751,Java,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0592800,Java,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
0592900,Java,8,1,0.125,8.0,1.0,1.0,0.0,0.125,0.0,0.125
0592933,Java,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
0593000,Java,5,1,0.2,5.0,1.0,1.0,0.0,0.2,0.0,0.2
0593031,Java,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0593041,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0600100,Java,7,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
0600141,Java,0,0,,,,0.0,0.0,,,
0600200,Java,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
0600231,Java,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
0600300,Java,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
0600341,Java,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0600351,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0600400,Java,6,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
0600431,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0600432,Java,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0600441,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0600500,Java,6,1,0.1666666666666666,6.0,1.0,1.0,0.0,0.16666666666666666,0.0,0.16666666666666666
0600600,Java,6,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
0600700,Java,7,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
0600741,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0600742,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0600743,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0600800,Java,6,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
0600841,Java,3,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0600842,Java,2,1,0.5,2.0,1.0,1.0,0.0,0.5,0.0,0.5
0600851,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0600852,Java,3,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0600900,Java,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0600941,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0601000,Java,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
0601041,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0601100,Java,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
0601141,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0601151,Java,1,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
0601200,Java,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
0601241,Java,6,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
0601242,Java,1,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
0601251,Java,0,0,,,,0.0,0.0,,,
0601300,Java,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0601400,Java,7,1,0.1428571428571428,7.0,1.0,0.0,1.0,0.0,0.14285714285714285,0.14285714285714285
0601431,Java,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0601451,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0601500,Java,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
0601611,Java,7,1,0.1428571428571428,7.0,1.0,1.0,0.0,0.14285714285714285,0.0,0.14285714285714285
0601632,Java,8,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
0601650,Java,1,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
0601700,Java,7,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
0601741,Java,1,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
0601800,Java,6,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
0601831,Java,3,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0601900,Java,13,1,0.0769230769230769,13.0,1.0,0.0,1.0,0.0,0.07692307692307693,0.07692307692307693
0601941,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0601942,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0601943,Java,0,0,,,,0.0,0.0,,,
0601951,Java,3,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0602000,Java,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
