hhid14,ethnic_label,n_adults,n_outmig_adults,nelm_d1_deployment,n_adults_in_ind,n_outmig_in_ind,n_male_out,n_female_out,D1_male,D1_female,D1_total_computed
1230211,Java,3,2,0.6666666666666666,3.0,2.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666
1230231,Java,0,0,,,,0.0,0.0,,,
1230241,Java,7,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
1230251,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1230300,Java,6,1,0.1666666666666666,6.0,1.0,1.0,0.0,0.16666666666666666,0.0,0.16666666666666666
1230341,Java,0,0,,,,0.0,0.0,,,
1230342,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1230351,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1230400,Java,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1230451,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1230500,Java,10,0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
1230600,Java,6,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1230651,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1230700,Java,6,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1230831,Java,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1230842,Java,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1230900,Java,8,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
1230931,Java,6,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1230932,Java,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1230941,Java,0,0,,,,0.0,0.0,,,
1230942,Java,6,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1230951,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1231000,Java,8,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
1231041,Java,0,0,,,,0.0,0.0,,,
1231042,Java,0,0,,,,0.0,0.0,,,
1231100,Java,7,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
1231200,Java,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1231300,Java,6,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1231341,Java,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1231400,Java,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1231500,Java,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1231551,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1231552,Java,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1231700,Java,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1231800,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1231900,Java,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1231931,Java,3,1,0.3333333333333333,3.0,1.0,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333
1232000,Java,6,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1232051,Java,0,0,,,,0.0,0.0,,,
1240400,Java,11,0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
1240441,Java,0,0,,,,0.0,0.0,,,
1240500,Java,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1240531,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1240600,Java,10,1,0.1,10.0,1.0,1.0,0.0,0.1,0.0,0.1
1240642,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1240700,Java,7,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
1240732,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1240741,Java,3,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1240751,Java,3,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1240800,Java,6,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1240821,Java,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1240900,Java,7,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
1241000,Java,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1241031,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1241032,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1241100,Java,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1241200,Java,6,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1241400,Java,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1241500,Java,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1241551,Java,0,0,,,,0.0,0.0,,,
1241700,Java,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1241741,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1241751,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1241800,Java,4,1,0.25,4.0,1.0,1.0,0.0,0.25,0.0,0.25
1241831,Java,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1241841,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1241844,Java,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1241900,Java,10,0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
1241911,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1241931,Java,0,0,,,,0.0,0.0,,,
1241941,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1242000,Java,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1242051,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1252351,Java,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1252751,Java,1,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
1290900,Java,8,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
1291600,Java,10,1,0.1,10.0,1.0,0.0,1.0,0.0,0.1,0.1
1291611,Java,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1291641,Java,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1300100,Java,11,0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
1300111,Java,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1300141,Java,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1300151,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1300200,Java,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1300251,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1300300,Java,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1300500,Java,5,1,0.2,5.0,1.0,1.0,0.0,0.2,0.0,0.2
1300531,Java,3,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1300600,Java,3,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1300651,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1300700,Java,3,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1300741,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1300800,Java,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1300900,Java,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1300951,Java,0,0,,,,0.0,0.0,,,
1301000,Java,7,1,0.1428571428571428,7.0,1.0,0.0,1.0,0.0,0.14285714285714285,0.14285714285714285
1301031,Java,0,0,,,,0.0,0.0,,,
1301032,Java,3,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1301041,Java,0,0,,,,0.0,0.0,,,
1301100,Java,7,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
1301131,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1301141,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1301151,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1301200,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1301300,Java,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1301331,Java,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1301400,Java,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1301500,Java,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1301600,Java,9,0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
1301631,Java,0,0,,,,0.0,0.0,,,
1301632,Java,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1301651,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1301700,Java,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1301731,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1301751,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1301800,Java,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1301851,Java,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1301900,Java,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1302100,Java,6,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1302111,Java,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1302112,Java,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1302141,Java,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1302142,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1302200,Java,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1302300,Java,3,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1302500,Java,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1302600,Java,3,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1302700,Java,3,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1302800,Java,8,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
1302831,Java,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1302900,Java,3,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1303000,Java,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1303041,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1303042,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1310851,Java,2,1,0.5,2.0,1.0,0.0,1.0,0.0,0.5,0.5
1311441,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1311741,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1311851,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1320100,Java,8,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
1320500,Java,2,2,1.0,2.0,2.0,1.0,1.0,0.5,0.5,1.0
1321411,Java,3,1,0.3333333333333333,3.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.3333333333333333
1321431,Java,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1321443,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1322000,Java,7,1,0.1428571428571428,7.0,1.0,0.0,1.0,0.0,0.14285714285714285,0.14285714285714285
1322041,Java,1,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
1330232,Java,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1333051,Java,1,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
1362251,Java,1,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
1362431,Java,0,0,,,,0.0,0.0,,,
1370100,Java,5,1,0.2,5.0,1.0,1.0,0.0,0.2,0.0,0.2
1370112,Java,3,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1370200,Java,8,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
1370231,Java,2,1,0.5,2.0,1.0,0.0,1.0,0.0,0.5,0.5
1370241,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1370300,Java,9,2,0.2222222222222222,9.0,2.0,1.0,1.0,0.1111111111111111,0.1111111111111111,0.2222222222222222
1370400,Java,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1370452,Java,1,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
1370511,Java,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1370512,Java,9,0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
1370541,Java,0,0,,,,0.0,0.0,,,
1370600,Java,6,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1370641,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1370800,Java,8,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
1370831,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1370832,Java,7,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
1370841,Java,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1370900,Java,6,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1370941,Java,0,0,,,,0.0,0.0,,,
1371000,Java,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1371131,Java,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1371200,Java,6,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1371300,Java,9,0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
1371341,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1371351,Java,3,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1371400,Java,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1371431,Java,0,0,,,,0.0,0.0,,,
1371500,Java,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1371551,Java,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1371600,Java,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1371611,Java,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1371631,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1371641,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1371700,Java,7,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
1371741,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1371800,Java,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1371831,Java,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1372000,Java,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1372200,Java,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1372231,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1372232,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1372300,Java,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1372311,Java,7,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
1372400,Java,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1372441,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1372500,Java,9,1,0.1111111111111111,9.0,1.0,1.0,0.0,0.1111111111111111,0.0,0.1111111111111111
1372531,Java,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1372641,Java,5,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1372700,Java,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1372900,Java,6,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1372911,Java,9,0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
1372941,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1372951,Java,6,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1372952,Java,1,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
1373000,Java,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1381442,Java,2,1,0.5,2.0,1.0,1.0,0.0,0.5,0.0,0.5
1381700,Java,7,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
1390100,Java,8,3,0.375,8.0,3.0,1.0,2.0,0.125,0.25,0.375
1390131,Java,1,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
1390132,Java,3,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1390140,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1390151,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1390300,Java,7,1,0.1428571428571428,7.0,1.0,1.0,0.0,0.14285714285714285,0.0,0.14285714285714285
1390942,Java,1,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
1390943,Java,1,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
1391400,Java,7,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
1391441,Java,1,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
1391800,Java,6,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1392000,Java,7,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
1400500,Minang,6,0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1400751,Java,1,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
1400800,Java,8,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
1400832,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1400900,Java,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1401100,Java,6,1,0.1666666666666666,6.0,1.0,1.0,0.0,0.16666666666666666,0.0,0.16666666666666666
1401351,Java,1,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
1401400,Java,4,1,0.25,4.0,1.0,0.0,1.0,0.0,0.25,0.25
1401800,Java,5,1,0.2,5.0,1.0,0.0,1.0,0.0,0.2,0.2
1401831,Minang,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1402000,Java,8,0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
1402031,Java,3,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1411052,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1411841,Java,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1411951,Batak,3,1,0.3333333333333333,3.0,1.0,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333
1412051,Java,1,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
1412331,Java,2,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1412452,Java,4,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1421052,Java,1,1,1.0,,,0.0,0.0,0.0,0.0,0.0
1430100,Java,8,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1430142,Java,2,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1430200,Java,7,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1430242,Java,3,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1430300,Java,4,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1430400,Java,4,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1430500,Java,8,1,0.125,,,0.0,0.0,0.0,0.0,0.0
1430531,Java,2,1,0.5,,,0.0,0.0,0.0,0.0,0.0
1430541,Java,1,1,1.0,,,0.0,0.0,0.0,0.0,0.0
1430552,Java,3,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1430600,Java,5,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1430651,Java,0,0,,,,0.0,0.0,,,
1430700,Java,5,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1430751,Java,0,0,,,,0.0,0.0,,,
1430800,Java,10,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1430811,Java,4,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1430841,Java,3,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1430842,Java,6,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1430843,Java,0,0,,,,0.0,0.0,,,
1430844,Java,3,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1430851,Java,0,0,,,,0.0,0.0,,,
1430853,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1430931,Java,5,1,0.2,,,0.0,0.0,0.0,0.0,0.0
1430941,Java,4,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1430951,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1431400,Java,6,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1431500,Java,7,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1431541,Java,0,0,,,,0.0,0.0,,,
1431542,Java,0,0,,,,0.0,0.0,,,
1431600,Java,4,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1431700,Java,5,1,0.2,,,0.0,0.0,0.0,0.0,0.0
1431800,Java,9,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1431821,Java,3,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1431841,Java,2,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1431851,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1431853,Java,2,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1431900,Java,8,1,0.125,,,0.0,0.0,0.0,0.0,0.0
1431952,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1432000,Java,2,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1432100,Java,7,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1432131,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1432200,Java,4,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1432251,Java,4,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1432300,Java,8,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1432331,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1432351,Java,0,0,,,,0.0,0.0,,,
1432400,Java,4,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1432451,Java,1,1,1.0,,,0.0,0.0,0.0,0.0,0.0
1432500,Java,9,1,0.1111111111111111,,,0.0,0.0,0.0,0.0,0.0
1432541,Java,3,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1432600,Java,3,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1432700,Java,8,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1432752,Java,2,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1432900,Java,9,1,0.1111111111111111,,,0.0,0.0,0.0,0.0,0.0
1432941,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1432942,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1432943,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1432951,Java,6,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1433000,Java,3,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1433051,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1440100,Java,4,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1440241,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1440451,Java,3,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1440700,Java,6,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1440741,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1450100,Java,6,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1450151,Java,0,0,,,,0.0,0.0,,,
1450200,Java,8,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1450231,Java,6,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1450241,Java,5,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1450251,Java,0,0,,,,0.0,0.0,,,
1450300,Java,6,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1450341,Java,0,0,,,,0.0,0.0,,,
1450351,Java,1,1,1.0,,,0.0,0.0,0.0,0.0,0.0
1450352,Java,2,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1450400,Java,7,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1450441,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1450451,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1450500,Java,10,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1450531,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1450541,Java,2,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1450542,Java,5,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1450552,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1450600,Java,5,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1450641,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1450700,Java,4,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1450751,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1450800,Java,8,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1450852,Java,1,1,1.0,,,0.0,0.0,0.0,0.0,0.0
1450900,Java,4,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1451100,Java,9,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1451141,Java,2,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1451151,Java,4,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1451152,Java,0,0,,,,0.0,0.0,,,
1451153,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1451155,Java,3,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1451242,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1451300,Java,5,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1451341,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1451400,Java,7,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1451500,Java,9,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1451531,Java,6,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1451541,Java,3,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1451551,Java,1,1,1.0,,,0.0,0.0,0.0,0.0,0.0
1451552,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1451600,Java,9,0,0.0,,,0.0,0.0,0.0,0.0,0.0
1451611,Java,2,0,0.0,,,0.0,0.0,0.0,0.0,0.0
